,idhogar,Id,Target
205,9d5fdd09f,ID_fe66bbbbb,4
206,1ea163834,ID_6e02aef5b,4
207,1ea163834,ID_8fac7a104,4
208,1ea163834,ID_af4896dce,4
209,1ea163834,ID_3e49a6561,4
210,9106fd2ee,ID_ba367f2ed,4
211,9106fd2ee,ID_a724dc1ab,4
212,9106fd2ee,ID_c7cde8d96,4
213,d4b71e99f,ID_1ae8b64f3,4
214,d4b71e99f,ID_c06d2568f,4
215,e45f99999,ID_0f7cb455c,2
216,e45f99999,ID_0674ebda7,2
217,aa3814397,ID_e668c9ec2,4
218,aa3814397,ID_f3ce33a91,4
219,aa3814397,ID_c279ec789,4
220,5ae10ba01,ID_8a3b1052c,4
221,5ae10ba01,ID_2242191ad,4
222,5ae10ba01,ID_2d7809abf,4
223,5ae10ba01,ID_9d2cd457d,4
224,4ea540ed6,ID_c4e1a8608,4
225,4ea540ed6,ID_dc4d4cca0,4
226,6900c4bc1,ID_4d8ec81ed,4
227,6900c4bc1,ID_7bdf04151,4
228,6900c4bc1,ID_bb6ebcd58,4
229,76370c62a,ID_1521cea11,4
230,72442f7fc,ID_f807e3ae2,4
231,15e096859,ID_de9e66e4f,4
232,cad4908f4,ID_e4d918a0d,4
233,d411f898f,ID_58673c9de,4
234,1f9cdfd87,ID_30b4ad7f6,4
235,1f9cdfd87,ID_c268120c3,4
236,1f9cdfd87,ID_6acf3d83e,4
237,6f832e4df,ID_65ae0bd1f,1
238,3ab475993,ID_38191af15,4
239,3ab475993,ID_70fb027d1,4
240,f39a29177,ID_293593dec,4
241,f39a29177,ID_5ec61415a,4
242,f39a29177,ID_8cbe79392,4
243,f39a29177,ID_528ed8ed7,4
244,f39a29177,ID_880d36234,4
245,ece1115ac,ID_694d4b0ce,4
246,ece1115ac,ID_db3aa162f,4
247,fabb02be9,ID_92729a397,4
248,fabb02be9,ID_d61734d32,4
249,fabb02be9,ID_f1791bbeb,4
250,f9480a013,ID_9e915b9ff,3
251,0f87a987f,ID_0953fca13,4
252,0f87a987f,ID_da83fc6f5,4
253,0f87a987f,ID_c81e17a84,4
254,0f87a987f,ID_3d3c62e36,4
255,bbd43bd99,ID_e6061d831,4
256,bbd43bd99,ID_b3ec9aadf,4
257,bbd43bd99,ID_5b4a88643,4
258,970027381,ID_2072049e6,4
259,970027381,ID_644617617,4
260,970027381,ID_5364e3c95,4
261,970027381,ID_146b85090,4
262,970027381,ID_21f8f4f4e,4
263,970027381,ID_15dce67d5,4
264,8ec412b0a,ID_650cb5c6d,4
265,8ec412b0a,ID_e20c3b75f,4
266,8ec412b0a,ID_191060db8,4
267,8ec412b0a,ID_5d275152f,4
268,159ea258f,ID_19bd1d343,4
269,159ea258f,ID_a508af078,4
270,159ea258f,ID_478f05607,4
271,159ea258f,ID_d07637f60,4
272,bdd842cfd,ID_f3f22bc48,4
273,bdd842cfd,ID_f630a9acf,4
274,bdd842cfd,ID_6eaba237a,4
275,bdd842cfd,ID_48cc48938,4
276,bdd842cfd,ID_397744c3b,4
277,bdd842cfd,ID_b7d8eb497,4
278,0473832dd,ID_4ed937403,4
279,0473832dd,ID_9cdc3feb8,4
280,0473832dd,ID_84e79c9d1,4
281,0473832dd,ID_f05dc2518,4
282,4b6077882,ID_b1fb0180e,1
283,4b6077882,ID_17d9dcd44,2
284,4b6077882,ID_e78621924,2
285,6833ac5dc,ID_2be4f2db1,2
286,6833ac5dc,ID_1c3ec2768,2
287,6833ac5dc,ID_b859b2f59,2
288,6833ac5dc,ID_4f08bbe09,2
289,6833ac5dc,ID_6dea84d09,2
290,6833ac5dc,ID_606ed140f,1
291,35c040720,ID_dd0e4be07,4
292,35c040720,ID_b299cb1bf,4
293,35c040720,ID_b299aa59f,4
294,35c040720,ID_6cec9af62,4
295,35c040720,ID_11f42220c,4
296,35c040720,ID_561bb08a7,4
297,b9207c3a3,ID_0225e7b95,4
298,b9207c3a3,ID_7185a549d,4
299,b9207c3a3,ID_c0b3a6b4d,4
300,b9207c3a3,ID_b41b4f4c8,4
301,b9207c3a3,ID_8c1eb9efe,4
302,b7e6198b0,ID_a5a4a4e48,4
303,b7e6198b0,ID_e461b5867,4
304,b7e6198b0,ID_92cd8fd23,4
305,252a57c2d,ID_999e51f9f,4
306,252a57c2d,ID_25d081992,4
307,252a57c2d,ID_317dfdb3d,4
308,252a57c2d,ID_1861dae71,4
309,cd8ba4e90,ID_e1dfa6200,4
310,cd8ba4e90,ID_eb280431b,4
311,cd8ba4e90,ID_88de4fa62,4
312,5.75E+32,ID_4f28a34b2,2
313,5.75E+32,ID_9a429f3f2,2
314,5.75E+32,ID_cd3a9d4af,2
315,5.75E+32,ID_3a7a07ab0,2
316,ef0e2156b,ID_8acb2824e,4
317,ef0e2156b,ID_5eed48a41,4
318,43b9c83e5,ID_474ec6c27,2
319,43b9c83e5,ID_040ee5484,2
320,43b9c83e5,ID_ce4fbd3f1,2
321,43b9c83e5,ID_b574afc28,2
322,43b9c83e5,ID_dab0d86a2,1
323,43b9c83e5,ID_6e8c57bc1,2
324,c60226aa6,ID_f881291e3,4
325,c60226aa6,ID_e9cf99db5,4
326,c60226aa6,ID_ad0ffe318,4
327,ad99429f5,ID_59e697592,4
328,ad99429f5,ID_4e5ffcfa3,4
329,ad99429f5,ID_f7153a600,4
330,67470962b,ID_836417fd4,4
331,67470962b,ID_fe0185f17,4
332,67470962b,ID_b5a49e207,4
333,67470962b,ID_5b86c5ce8,4
334,2e50f3926,ID_81524fae8,4
335,2e50f3926,ID_da561de05,4
336,9eb450831,ID_cc5a5633d,4
337,cebe8cd76,ID_e302cf0ed,4
338,cebe8cd76,ID_de1a8fc9d,4
339,de5f39915,ID_12a269dd0,4
340,de5f39915,ID_5605a6cea,4
341,de5f39915,ID_6f184c980,4
342,de5f39915,ID_bb7907e66,4
343,3eccaf038,ID_d8055d989,4
344,3eccaf038,ID_3ee13c05f,4
345,3eccaf038,ID_61b148e02,4
346,fda272904,ID_a2cdf8d66,4
347,fda272904,ID_4ca4a1653,4
348,2f4baea07,ID_5e1f6b79a,4
349,2f4baea07,ID_886aedb35,4
350,01ff6a086,ID_de8cb1951,4
351,01ff6a086,ID_f79387448,4
352,f623c549b,ID_3d8f56727,4
353,f623c549b,ID_7988703c0,4
354,bf1d89cb8,ID_62217a0fe,4
355,bf1d89cb8,ID_603a59436,4
356,bf1d89cb8,ID_c615861f3,4
357,bf1d89cb8,ID_0bff6eb49,4
358,8e5f8c731,ID_c8ac649a2,4
359,8e5f8c731,ID_eb5fa8e90,4
360,5f4043e63,ID_0f96862f9,4
361,5f4043e63,ID_4e6b1edf1,4
362,5f4043e63,ID_9b07fce08,4
363,5f4043e63,ID_7f16f74e8,4
364,5f4043e63,ID_e6e510747,4
365,42881d49f,ID_39f898dc0,4
366,42881d49f,ID_24b2965ca,4
367,42881d49f,ID_31b54f4d1,4
368,42881d49f,ID_f3c40b840,4
369,74a4bb60a,ID_43192e740,4
370,74a4bb60a,ID_864cefe4b,4
371,2477f3a5c,ID_d49acee29,4
372,2477f3a5c,ID_65f93099a,4
373,2477f3a5c,ID_48391377d,4
374,2477f3a5c,ID_f971b9fbb,4
375,0efe3162b,ID_789e96967,3
376,0efe3162b,ID_43fdf0633,3
377,b0e5fd9b2,ID_c13bdb8d0,4
378,b0e5fd9b2,ID_0ee121ea7,4
379,b0e5fd9b2,ID_c85af3bbc,4
380,b0e5fd9b2,ID_05f3bafb2,4
381,b0e5fd9b2,ID_135f2705f,4
382,9041af664,ID_0b8b0a79b,4
383,9041af664,ID_4586e060d,4
384,9041af664,ID_b75e270b6,4
385,9041af664,ID_1551943fc,4
386,9041af664,ID_d11a87dd8,4
387,5463ebd0e,ID_761d91ffa,4
388,d2ed106ac,ID_41c8b5f04,4
389,d2ed106ac,ID_14ab34f4e,4
390,d3f101545,ID_0ce030878,4
391,d3f101545,ID_439369bab,4
392,d3f101545,ID_207e6283c,4
393,d3f101545,ID_846072a98,4
394,2fe198a91,ID_c03fb1d72,4
395,264018917,ID_281c8c7ca,4
396,264018917,ID_13147408e,4
397,57dddad7c,ID_9da6cd712,4
398,57dddad7c,ID_0e022812e,4
399,bf757e4cc,ID_fc41f70bb,4
400,bf757e4cc,ID_3ead7d433,4
401,bf757e4cc,ID_e1c816a53,4
402,17498cd7c,ID_0dd926075,4
403,17498cd7c,ID_32f276c5e,4
404,17498cd7c,ID_0897cc37d,4
405,17498cd7c,ID_15a877536,4
406,5c3f7725d,ID_7d5b483e6,3
407,5c3f7725d,ID_16669b3ac,3
408,5c3f7725d,ID_14b967c3b,3
409,5c3f7725d,ID_aa0e92ddc,3
410,5c3f7725d,ID_0f28c8bfa,2
411,5c3f7725d,ID_58f843774,2
412,5c3f7725d,ID_6895c3ee3,3
413,fcf75bab3,ID_c3be0663d,4
414,fcf75bab3,ID_11ee73adf,4
415,fcf75bab3,ID_c44682ddb,4
416,fd22b4607,ID_2399e1e3e,4
417,fd22b4607,ID_301d72522,4
418,fd22b4607,ID_d643847f2,4
419,fd22b4607,ID_02a405b3b,4
420,0eaddb7f6,ID_7b00b43a3,4
421,0eaddb7f6,ID_d513df1f4,4
422,9d965603f,ID_943021c76,4
423,9d965603f,ID_2838d3faf,4
424,9d965603f,ID_ce56cfcc8,4
425,6cc3b7ba7,ID_de3f25267,4
426,6cc3b7ba7,ID_40bcd6f1e,4
427,6b79cb666,ID_2b33810a6,4
428,6b79cb666,ID_34dc45f40,4
429,6b79cb666,ID_0279b85f5,4
430,6b79cb666,ID_9ebe6cb17,4
431,6b79cb666,ID_183a871b1,4
432,39f697073,ID_1b32caf34,4
433,b0bef5a48,ID_f0f523be5,1
434,b0bef5a48,ID_777e0e779,1
435,4476ccd4c,ID_ac207dfee,4
436,4476ccd4c,ID_28a31d303,4
437,4476ccd4c,ID_acc8558a5,4
438,4476ccd4c,ID_f488bed18,4
439,4476ccd4c,ID_1f55e04aa,4
440,4476ccd4c,ID_f4b37b7c1,4
441,4476ccd4c,ID_9c605e962,4
442,4476ccd4c,ID_72fdb0c64,4
443,4476ccd4c,ID_9edb75329,4
444,4476ccd4c,ID_e833d3eae,4
445,4476ccd4c,ID_19a0bc434,4
446,92001a726,ID_0d706306a,4
447,92001a726,ID_55afe9895,4
448,92001a726,ID_6b39e374f,4
449,92001a726,ID_5b5fffee6,4
450,92001a726,ID_7aaf0f605,4
451,92001a726,ID_00b57e3ac,4
452,209c483e7,ID_ab30b6834,4
453,209c483e7,ID_5fa668259,4
454,31730de9f,ID_49ad052ca,4
455,17e26c0f0,ID_9e04d4fc7,4
456,17e26c0f0,ID_e6d2de913,4
457,34414c259,ID_cfe31e6d2,4
458,34414c259,ID_336e6c39e,4
459,7098674d2,ID_208c831af,4
460,7098674d2,ID_846e449b0,4
461,6f1edad4e,ID_d1fda458d,4
462,6f1edad4e,ID_6be10c95f,4
463,6f1edad4e,ID_8ac5052fd,4
464,6f1edad4e,ID_e159b3e0d,4
465,13c5661af,ID_078365e6a,4
466,13c5661af,ID_20055bfbe,4
467,13c5661af,ID_cb8331944,4
468,13c5661af,ID_88170804b,4
469,8ac40302b,ID_7fd0d600c,4
470,8ac40302b,ID_65ef5c99c,4
471,8ac40302b,ID_74fbd1e95,4
472,8ac40302b,ID_e724a1918,4
473,200099351,ID_c51c0afa1,4
474,200099351,ID_e733ba0a0,4
475,43eede72e,ID_d0a7abf23,4
476,43eede72e,ID_14d2e1ff4,4
477,223dab3ac,ID_06cf4f28f,3
478,4b2b9ddff,ID_475dfbdcd,3
479,4b2b9ddff,ID_c588b461b,3
480,4b2b9ddff,ID_6acd0b32f,3
481,15ca3021c,ID_1cde78703,4
482,15ca3021c,ID_d970ab4e5,4
483,15ca3021c,ID_b33474c44,4
484,1012a6463,ID_d96dcbefa,4
485,1012a6463,ID_87dd625b1,4
486,6a61e3d72,ID_2e744f03c,4
487,6a61e3d72,ID_76ef42b10,4
488,6a61e3d72,ID_693240fd5,4
489,135334d8e,ID_3e5bac7c3,2
490,135334d8e,ID_a8aec2192,2
491,135334d8e,ID_fc49124af,2
492,135334d8e,ID_481fe93f2,2
493,417dbe72b,ID_1c793d39b,4
494,a4a41af05,ID_005dada23,4
495,a4a41af05,ID_a3652ffe9,4
496,a4a41af05,ID_e81a192c0,4
497,57d87865e,ID_352fa3f45,3
498,7bf86807a,ID_460e4f901,3
499,7bf86807a,ID_0701248a7,3
500,7bf86807a,ID_a643ace5b,3
501,7bf86807a,ID_fcdff98ad,3
502,7bf86807a,ID_3a60d3642,3
503,d24c3215c,ID_d50de9a7a,4
504,d24c3215c,ID_d54890307,4
505,d24c3215c,ID_35a6aa36d,4
506,9a60dbbc3,ID_2647650fe,4
507,9a60dbbc3,ID_b723b234a,4
508,c64f7aa91,ID_2a9234544,4
509,c64f7aa91,ID_22566d6db,4
510,c64f7aa91,ID_c587115f7,4
511,0f9494d3a,ID_60d38257d,2
512,0f9494d3a,ID_f4771f1f6,2
513,0f9494d3a,ID_be5ce5711,3
514,0f9494d3a,ID_0c8772eb6,3
515,0f9494d3a,ID_69658f54a,3
516,e62ca0063,ID_4edbb605c,4
517,e62ca0063,ID_610287279,4
518,e62ca0063,ID_41d3bfe0b,4
519,e62ca0063,ID_19197cb44,4
520,c865ef208,ID_a5cce44f8,2
521,c865ef208,ID_845f46ff9,2
522,c865ef208,ID_fb1d7428a,2
523,651241391,ID_95bb18d16,4
524,061f8ffcf,ID_9018870b5,4
525,061f8ffcf,ID_75851511c,4
526,061f8ffcf,ID_adc80ad64,4
527,061f8ffcf,ID_152fcb68a,4
528,424acc2cf,ID_a1827f278,4
529,0b42ed3af,ID_b607295a8,3
530,0b42ed3af,ID_2518de532,3
531,a682960cb,ID_60fed0cc4,4
532,a682960cb,ID_79a5706db,4
533,a682960cb,ID_ab42c0631,4
534,9568e14f3,ID_64bbb3ce9,3
535,9568e14f3,ID_ead9aacca,3
536,9568e14f3,ID_6de214a95,3
537,75f505df4,ID_2e321b158,4
538,75f505df4,ID_9f5bc6763,4
539,75f505df4,ID_0c6fa8616,4
540,75f505df4,ID_186ab51c3,4
541,75f505df4,ID_b38571caf,4
542,75f505df4,ID_7ece063ff,4
543,247d706e0,ID_caafe20b3,4
544,247d706e0,ID_30b0a2e22,4
545,247d706e0,ID_8d47c19e3,4
546,247d706e0,ID_1c3471acc,4
547,247d706e0,ID_f6e3bc672,4
548,247d706e0,ID_d02207f9c,4
549,6f541403e,ID_1d47f9832,4
550,6f541403e,ID_4eb74fd2f,4
551,37731f46d,ID_cf452f286,4
552,37731f46d,ID_abca28805,4
553,37731f46d,ID_5259b18e1,4
554,37731f46d,ID_bd0df6533,4
555,37731f46d,ID_8f9c97f2d,4
556,235cbd214,ID_f1dfec4fe,4
557,447e3446f,ID_29622421d,2
558,e3a9c8aba,ID_88a1eea9d,4
559,e3a9c8aba,ID_11ac49d39,4
560,78711dc54,ID_e6b0ec15f,4
561,78711dc54,ID_79e8ce079,4
562,78711dc54,ID_62f3eb6ad,4
563,53659cebb,ID_70e7fc6d2,4
564,5e7506413,ID_ff42f2b30,4
565,5e7506413,ID_eb8ac76ec,4
566,5f1665f1d,ID_33f8f9cfb,4
567,5f1665f1d,ID_f2f0e758f,4
568,5f1665f1d,ID_f23811c6b,4
569,5f1665f1d,ID_ed2a651c5,4
570,f209c8c27,ID_15b7e7ef0,4
571,f209c8c27,ID_cb37dfdfe,4
572,f209c8c27,ID_24e2f9f6e,4
573,b8adfe034,ID_8269d1a33,4
574,b8adfe034,ID_6dbacd43b,4
575,1cd853db3,ID_9cacfa55f,4
576,1cd853db3,ID_d12d2c656,4
577,1cd853db3,ID_b96a5b8a1,4
578,1cd853db3,ID_c8ef5ad6a,4
579,4c50bf7e4,ID_4d252547d,2
580,4c50bf7e4,ID_2f1ad6604,2
581,fbe69128f,ID_9b8df746f,4
582,fbe69128f,ID_3ad20c87c,4
583,59031eea1,ID_37bc97448,4
584,59031eea1,ID_a57f7832d,4
585,59031eea1,ID_0a850b1f0,4
586,9e616a0fa,ID_2cbfddb5a,4
587,9e616a0fa,ID_d1b1252ee,4
588,9e616a0fa,ID_e0a7108e9,4
589,9e616a0fa,ID_e5a7fd036,4
590,9e616a0fa,ID_adf2e08a8,4
591,778919bcb,ID_76c5faf4e,4
592,778919bcb,ID_4c88166aa,4
593,778919bcb,ID_bdd41aeef,4
594,10949c36b,ID_fcd3fddcb,4
595,10949c36b,ID_68ec000c5,4
596,06804be1b,ID_a9d2b10ed,4
597,06804be1b,ID_a449c7690,4
598,06804be1b,ID_88673eca4,4
599,06804be1b,ID_4526e1395,4
600,06804be1b,ID_21f868584,4
601,3641ce2d1,ID_3ffc11a03,2
602,3641ce2d1,ID_76cbd395d,2
603,daafc1281,ID_19f83c2e1,2
604,daafc1281,ID_00a3edd2a,3
605,daafc1281,ID_8fcf15bbf,3
606,daafc1281,ID_0a87d066d,3
607,f62f54f9e,ID_324d52a32,4
608,f62f54f9e,ID_787c3f942,4
609,f62f54f9e,ID_284f0ebc1,4
610,362fd099b,ID_b374a8031,1
611,362fd099b,ID_a332494b2,1
612,362fd099b,ID_f0c7fa2e4,1
613,362fd099b,ID_a07f9183e,1
614,c42c5760e,ID_1ea4522cb,4
615,c42c5760e,ID_e0dcb4e24,4
616,c42c5760e,ID_47b5a8071,4
617,c42c5760e,ID_03491e893,4
618,c42c5760e,ID_22b1b5f99,4
619,1239df1cc,ID_d48a27431,4
620,1239df1cc,ID_9e6d2a697,4
621,1239df1cc,ID_3922d1394,4
622,1239df1cc,ID_70731b850,4
623,2cf8c814f,ID_5354215d3,4
624,b3a0fd87e,ID_505f41f4a,4
625,b3a0fd87e,ID_c43e5ff89,4
626,b3a0fd87e,ID_1a823454a,4
627,7968d49d0,ID_7a9bf1d93,4
628,7968d49d0,ID_8e091f94b,4
629,7968d49d0,ID_ee45ff157,4
630,7968d49d0,ID_e28f22f3f,4
631,7968d49d0,ID_832130cf0,4
632,7968d49d0,ID_c026b7803,4
633,7968d49d0,ID_eb8d72e07,4
634,fd10905bc,ID_01f647aaf,2
635,fd10905bc,ID_6a13e748d,2
636,fd10905bc,ID_e7fa38760,2
637,fd10905bc,ID_0d3b0550d,2
638,87d4fc249,ID_8c6d32152,4
639,87d4fc249,ID_5cdd3f619,4
640,1d644ed80,ID_b4f60b5a2,4
641,1d644ed80,ID_25a1721ec,4
642,1d644ed80,ID_9f855369a,4
643,f525a50fb,ID_1a689b78e,4
644,f525a50fb,ID_58df61d19,4
645,f525a50fb,ID_67acf8563,4
646,3a50d6d95,ID_b400ef423,4
647,311198ced,ID_c1d8c2b13,4
648,311198ced,ID_e70ae742d,4
649,311198ced,ID_79ceccd2f,4
650,2d8493ec0,ID_32516d326,4
651,2d8493ec0,ID_083c12587,4
652,2d8493ec0,ID_2cd011d2a,4
653,b64f4194f,ID_4e884d6e1,4
654,b64f4194f,ID_1b7374c68,4
655,48446f702,ID_30a897cfc,4
656,17f5db873,ID_26022a0b5,4
